phase,condition,intervention_type,study_design,sponsor_type,enrollment,enrollment_type,status,gender,location,masking,duration
2,17084,1,0,3,12.0,0,1,0,2465,1,2964.0
5,5725,6,1,7,6.0,0,1,0,2465,4,762.0
6,697,6,1,6,33.0,0,1,0,812,1,2289.0
3,6289,6,1,6,25.0,0,1,0,1726,2,672.0
5,1331,6,1,3,110.0,2,0,0,1458,0,1076.9030855527424
6,19217,6,1,6,48.0,0,0,0,2465,0,761.0
6,1203,6,2,6,23.0,0,1,0,88,1,1041.0
1,17132,6,1,3,58.0,0,0,0,432,2,365.0
3,2006,6,1,3,1147.0,0,0,0,2465,4,639.0
6,14887,1,1,6,324.0,0,0,0,1480,0,639.0
1,10414,6,2,6,1.0,0,1,0,2465,1,396.0
3,7846,6,1,5,0.0,0,1,0,432,1,1127.0
2,7151,6,2,3,0.0,0,1,0,877,1,212.0
3,11112,6,1,3,129.0,0,1,0,2465,0,473.0
3,2093,6,1,3,8.0,0,1,0,2316,2,243.0
1,7823,1,2,5,13.0,2,0,2,2392,1,1076.9030855527424
6,4855,6,1,6,65.0,0,0,0,1398,0,579.0
1,8151,6,1,3,14.0,0,0,0,2465,0,130.0
5,1435,6,2,3,913.0,0,1,0,157,1,1004.0
1,14096,6,2,6,7.0,0,0,0,1603,1,2071.0
5,7389,6,1,3,501.0,0,1,0,157,2,335.0
1,19824,6,1,5,7.0,0,1,0,2247,2,279.0
5,2564,6,1,5,49.0,0,1,0,2465,2,1979.0
6,8057,6,1,6,100.0,2,1,0,1659,0,395.0
6,13921,6,1,3,105.0,0,1,2,2465,0,1369.0
1,18367,0,1,5,40.0,2,0,0,2140,3,2160.0
0,4595,8,2,3,562.0,0,0,0,2465,3,580.0
1,8057,6,1,3,28.0,0,0,0,2465,1,37.0
2,3470,6,1,3,0.0,0,1,0,1621,0,1076.9030855527424
5,15933,6,1,3,1226.0,0,0,0,83,0,477.0
6,15845,6,1,6,50.0,0,0,0,1621,0,578.0
3,14931,6,2,6,9.0,0,0,0,2465,1,2041.0
3,15770,6,2,3,100.0,1,0,0,2465,1,638.0
3,5686,6,2,6,0.0,0,1,0,1938,1,2375.0
6,1692,9,1,6,67.0,0,0,0,812,1,3228.0
5,9545,6,1,6,234.0,0,0,1,2465,1,1369.0
6,4893,6,1,3,3.0,0,1,1,1734,1,335.0
1,1088,1,2,6,56.0,0,0,0,2186,1,2050.0
3,12180,1,1,4,65.0,0,0,0,157,4,1612.0
5,13701,6,1,3,354.0,2,1,1,83,0,1826.0
5,2880,1,1,3,16.0,0,1,1,1666,2,335.0
6,372,6,1,6,0.0,0,1,0,1458,3,1076.9030855527424
5,2123,6,1,3,0.0,0,1,0,812,4,46.0
5,9643,1,2,3,40.0,1,1,0,432,1,1339.0
2,14590,6,1,6,2.0,0,1,1,1807,1,306.0
5,18305,6,1,6,327.0,0,0,0,2465,4,2557.0
5,5523,6,1,3,307.0,0,0,0,2465,1,244.0
6,6720,6,2,3,49.0,0,0,0,2465,1,851.0
3,19219,6,1,6,136.0,0,0,0,2465,1,792.0
3,10414,1,0,5,25.0,0,0,0,1621,1,2495.0
6,19247,6,1,3,1.0,0,1,0,680,2,365.0
6,10526,6,2,6,0.0,0,1,0,2465,1,1431.0
6,19866,6,1,1,20.0,0,1,0,1621,3,1673.0
1,4159,6,0,3,12.0,0,0,0,2465,1,640.0
6,3121,5,1,6,61.0,0,0,0,2465,0,791.0
6,9590,1,2,5,6.0,0,1,0,432,1,62.0
6,8218,6,1,6,3.0,0,1,0,2362,4,205.0
5,10743,6,1,3,338.0,0,0,0,2465,4,396.0
3,1443,1,1,3,194.0,0,1,0,2465,2,457.0
6,15170,6,1,6,79.0,0,0,0,54,0,383.0
1,19740,6,1,3,96.0,0,0,2,1659,3,365.0
6,15239,6,1,6,177.0,0,0,0,2465,4,232.0
1,14662,6,1,3,26.0,0,0,2,2465,1,59.0
2,13855,3,1,6,0.0,0,1,1,2247,1,1076.9030855527424
3,11555,6,1,3,24.0,0,1,0,2465,0,581.0
1,14879,1,1,6,30.0,2,0,0,880,1,425.0
1,17132,6,1,3,22.0,0,0,0,1621,2,483.0
3,17499,6,1,3,15.0,0,1,0,432,4,2124.0
1,15244,6,1,6,10.0,0,1,0,1719,2,456.0
3,10553,6,1,5,50.0,2,1,0,1457,0,1073.0
3,13537,0,2,1,30.0,0,0,0,2140,1,823.0
2,8313,6,2,4,49.0,0,0,0,2465,1,2038.0
6,1968,6,2,3,10.0,0,0,0,812,1,1036.0
5,14887,6,1,6,300.0,0,1,0,2465,4,1369.0
6,4431,6,1,1,308.0,0,0,0,157,0,3176.0
3,2880,6,1,3,0.0,0,1,0,432,1,1826.0
3,11066,6,1,6,0.0,0,1,0,374,0,1076.9030855527424
3,1435,6,1,6,86.0,0,0,0,2465,2,486.0
5,7465,3,0,3,60.0,1,0,0,2465,1,1076.9030855527424
3,11577,6,1,6,60.0,1,0,1,2465,1,1461.0
2,15314,6,1,6,3.0,0,1,0,1517,2,996.0
1,467,6,2,6,0.0,0,1,0,2425,1,229.0
3,11509,6,2,6,43.0,0,0,0,1617,1,4199.0
5,537,6,1,3,746.0,0,0,0,2465,0,438.0
3,10414,6,2,5,2.0,0,1,0,812,1,942.0
1,19208,6,0,3,20.0,0,1,0,122,1,203.0
6,1580,6,1,6,56.0,0,0,0,1726,0,1249.0
5,11340,1,1,3,3927.0,0,0,0,2465,0,426.0
3,16760,6,1,5,90.0,1,1,0,432,0,758.0
1,8162,6,1,3,32.0,0,0,0,2465,1,31.0
3,2880,6,2,3,3.0,0,1,1,2247,1,1188.0
6,15309,6,1,6,40.0,0,0,0,2465,2,1583.0
6,6878,6,1,6,118.0,0,0,0,922,4,578.0
3,4113,6,1,3,88.0,0,0,0,1701,2,304.0
5,1580,6,1,3,94.0,0,0,0,2465,2,368.0
3,10262,6,2,6,10.0,0,0,0,180,1,2686.0
2,10937,1,2,6,0.0,0,1,0,2465,1,608.0
1,5945,1,2,8,1.0,0,0,2,1199,1,1096.0
1,8057,6,1,3,24.0,0,0,0,1614,1,105.0
1,1001,1,0,5,57.0,0,0,0,2247,1,3172.0
1,17734,6,2,6,9.0,0,0,0,2465,1,1095.0
3,9590,1,1,3,474.0,0,0,0,812,2,303.0
2,18555,6,0,6,30.0,1,1,0,2465,1,1611.0
3,2880,1,2,5,5.0,0,1,1,1614,1,1341.0
1,18641,6,0,5,5.0,2,0,0,1457,1,211.0
3,10414,6,2,6,11.0,0,1,0,1734,1,1796.0
3,5198,6,1,3,72.0,0,0,0,2465,1,182.0
3,4990,6,1,6,50.0,0,1,0,2465,0,822.0
6,14552,6,0,3,0.0,0,1,0,432,1,212.0
2,8519,6,0,6,0.0,0,1,0,2465,1,1076.9030855527424
1,8057,6,1,3,18.0,0,0,2,2465,1,61.0
0,545,6,1,6,28.0,0,0,0,1517,0,1188.0
1,15770,9,2,6,10.0,1,0,2,1807,1,3287.0
3,9721,6,2,3,8.0,0,1,0,2465,1,400.0
6,17271,6,0,6,3.0,0,1,0,2465,1,3774.0
4,6346,6,1,6,0.0,0,1,1,2465,1,639.0
3,3644,9,1,5,0.0,0,1,0,1458,1,1336.0
3,18451,6,1,3,64.0,0,1,0,1534,1,61.0
5,4128,1,1,3,564.0,0,0,0,2465,1,3408.0
5,1306,6,1,6,104.0,0,0,0,1617,2,1552.0
2,3320,6,1,5,42.0,0,1,0,1457,1,1836.0
4,1338,3,1,6,108.0,0,0,0,2465,0,183.0
1,8057,6,1,3,55.0,0,0,0,2247,4,95.0
6,19748,6,1,6,0.0,0,1,0,136,2,0.0
2,16566,6,0,3,29.0,0,0,0,157,1,914.0
3,10090,6,2,2,60.0,1,1,0,1621,1,0.0
3,15933,6,1,3,156.0,0,1,0,157,0,134.0
6,16878,3,0,3,329.0,0,1,0,2465,1,1887.0
3,3335,6,2,6,57.0,0,0,0,2465,1,1359.0
1,4025,6,1,3,130.0,0,0,0,2465,4,563.0
1,13965,6,1,5,42.0,0,0,0,593,1,1274.0
3,506,6,2,3,3.0,0,1,0,1807,1,369.0
3,7823,1,1,5,114.0,0,0,0,432,0,2526.0
6,15803,6,1,3,86.0,0,0,2,2465,2,1643.0
3,17084,6,1,3,17.0,0,1,0,1517,1,1465.0
1,7823,1,1,3,36.0,2,1,1,2465,1,670.0
3,13122,6,1,3,9.0,0,1,0,157,2,103.0
6,16747,6,1,6,96.0,0,0,0,2465,2,610.0
5,6953,6,1,3,498.0,0,0,0,63,4,791.0
6,13471,6,1,6,13.0,0,0,0,2465,2,730.0
1,20042,3,0,4,0.0,0,1,0,2465,1,823.0
6,6551,6,2,6,2.0,0,1,0,2093,1,698.0
1,7654,6,0,3,34.0,0,0,0,2465,1,204.0
6,15945,1,1,6,11.0,0,1,0,2465,4,881.0
3,17503,6,2,6,3.0,0,1,0,601,1,710.0
3,6803,1,2,3,29.0,0,1,1,239,1,1522.0
3,2880,6,2,6,18.0,0,1,1,1089,1,2374.0
1,4685,3,2,3,5.0,0,0,0,1089,1,1461.0
6,12177,8,2,3,177.0,0,0,0,1726,1,549.0
6,13921,6,1,6,0.0,0,1,1,1719,0,700.0
3,8477,6,1,3,55.0,0,0,0,531,2,669.0
3,10937,6,0,5,29.0,0,1,0,601,1,2891.0
1,8142,6,1,3,116.0,0,1,2,1199,3,122.0
3,11667,6,2,5,18.0,0,1,0,1457,1,701.0
5,5549,6,1,3,0.0,0,1,0,1089,0,980.0
6,4508,6,1,6,20.0,0,0,0,1096,0,1218.0
6,17585,6,1,3,0.0,0,1,0,2465,3,121.0
1,860,8,2,5,34.0,0,0,0,1457,1,2145.0
5,14426,6,1,3,1365.0,0,0,0,2465,0,182.0
3,3321,6,2,3,38.0,0,0,0,2465,1,1064.0
6,4272,6,0,6,0.0,0,1,0,1458,3,2161.0
6,17201,6,2,6,30.0,0,0,0,83,1,984.0
6,4893,6,0,6,10.0,0,0,1,1734,1,184.0
1,14102,6,1,3,49.0,0,0,2,2465,0,182.0
5,253,6,1,3,1649.0,0,0,0,83,2,396.0
1,9804,3,2,3,2.0,0,1,0,1719,1,457.0
1,8057,6,1,3,57.0,0,0,0,2465,0,184.0
1,18271,3,0,6,24.0,1,0,0,2425,1,2526.0
0,5523,6,2,6,11.0,0,0,0,432,1,730.0
5,8981,6,0,3,39.0,0,0,0,2465,1,214.0
6,9360,6,1,6,194.0,0,1,1,2108,0,1218.0
3,17094,6,1,3,219.0,0,0,0,2465,2,2660.0
1,1482,6,0,3,22.0,0,1,0,812,1,732.0
3,12153,6,1,3,14.0,0,0,0,2465,1,273.0
2,499,6,0,6,27.0,0,1,0,1807,1,1247.0
3,4158,6,2,6,21.0,0,0,0,2273,1,1249.0
3,680,8,1,5,10.0,0,1,2,1614,0,822.0
6,5352,6,0,6,0.0,0,1,0,2247,1,487.0
1,13701,6,2,6,24.0,0,0,1,1458,1,1949.0
6,12474,6,1,6,123.0,0,0,0,2465,0,365.0
5,15870,6,1,3,250.0,0,0,0,157,2,1281.0
3,1483,6,1,6,180.0,0,0,0,732,2,1005.0
1,8057,6,2,3,15.0,0,0,0,2465,1,1076.9030855527424
1,5523,6,0,3,32.0,0,0,0,2465,1,182.0
5,4272,3,1,3,105.0,0,0,0,432,2,304.0
3,18276,6,1,6,6.0,0,1,0,432,2,424.0
5,8545,6,1,8,24.0,0,0,0,1024,1,822.0
3,10835,6,2,6,32.0,0,0,0,812,1,1461.0
0,15523,6,2,6,0.0,0,1,2,1457,1,671.0
3,7844,6,1,3,80.0,0,0,0,432,1,1735.0
5,5527,6,0,3,316.0,0,1,0,2465,1,397.0
3,12153,6,2,6,14.0,0,1,0,1457,1,641.0
2,16948,6,2,3,25.0,0,0,0,432,1,1765.0
3,19543,6,1,3,183.0,0,0,0,432,2,1126.0
3,505,6,0,6,53.0,0,1,0,2425,1,2830.0
6,15244,6,1,6,101.0,0,0,1,1696,2,975.0
3,4595,6,0,3,100.0,1,1,0,88,1,550.0
1,15663,6,2,5,22.0,0,1,0,1517,1,1076.9030855527424
3,4335,0,1,5,51.0,0,0,0,601,1,883.0
5,5198,6,0,3,274.0,0,0,0,83,1,1249.0
5,3490,1,2,3,18.0,0,0,2,2465,1,1124.0
3,8475,6,1,6,0.0,0,1,0,432,1,2160.0
3,7485,6,0,3,32.0,0,0,0,1666,1,976.0
6,2123,6,1,5,222.0,0,0,0,1719,3,1673.0
1,17094,1,0,3,79.0,0,1,0,432,1,1490.0
2,13729,6,1,3,21.0,0,1,1,2465,1,1151.0
0,1480,6,2,6,0.0,0,1,0,2465,1,731.0
5,11835,6,1,3,866.0,0,0,0,2465,0,731.0
1,8981,6,1,3,42.0,0,0,0,2465,1,24.0
1,18790,6,2,3,6.0,0,0,0,812,1,212.0
3,13729,6,2,3,147.0,0,0,1,2465,1,1065.0
3,12153,6,0,4,100.0,0,0,0,2465,1,3332.0
1,18870,6,1,3,21.0,0,0,2,1873,1,61.0
6,573,6,1,6,50.0,0,0,0,2465,1,701.0
6,15852,3,2,3,61.0,0,0,0,1719,1,60.0
3,15926,5,1,6,11.0,0,0,2,1460,4,122.0
1,506,6,0,3,13.0,0,1,0,1457,1,561.0
6,13425,6,2,3,27.0,0,0,0,1457,1,1216.0
3,3681,8,2,6,4.0,0,1,1,2465,1,1278.0
1,4977,9,0,6,0.0,0,1,0,2316,1,792.0
6,11097,6,1,6,30.0,0,0,0,1807,0,1918.0
5,4930,6,1,3,104.0,0,0,0,2465,0,549.0
6,1276,6,1,3,31.0,0,0,0,1458,2,823.0
5,1554,6,2,3,163.0,0,0,0,2465,1,943.0
3,16651,6,2,6,7.0,0,1,0,157,1,822.0
2,3082,9,0,6,0.0,0,1,0,2465,1,1157.0
3,12153,6,2,3,401.0,0,0,0,2465,1,1187.0
2,10951,6,0,3,38.0,0,0,0,83,1,1742.0
2,4158,1,0,6,258.1383630528429,1,1,0,2465,1,1076.9030855527424
6,15244,9,1,6,40.0,1,0,0,1017,2,242.0
5,17189,6,1,3,1577.0,0,0,0,2465,0,61.0
1,8057,6,1,3,56.0,0,0,0,2465,0,1076.9030855527424
4,4582,6,1,3,125.0,2,0,0,83,0,61.0
3,5986,6,1,6,70.0,0,0,0,2465,0,1581.0
2,13803,6,2,3,47.0,0,1,0,432,1,1647.0
5,17846,6,1,6,10.0,0,1,0,2465,3,92.0
3,15917,6,2,6,8.0,0,0,0,2247,1,1857.0
6,8981,6,2,3,0.0,0,1,0,2246,1,214.0
6,1629,6,1,3,173.0,0,1,0,122,1,550.0
3,1331,6,1,3,224.0,0,0,0,2465,0,92.0
3,11397,1,2,3,48.0,0,1,0,2465,1,2001.0
6,17212,6,1,6,3.0,0,1,0,2247,0,1369.0
6,19768,6,1,3,400.0,2,0,0,1726,1,1369.0
2,4352,6,2,5,25.0,0,0,0,812,1,2663.0
5,4203,6,1,3,1000.0,2,0,0,1807,0,699.0
6,14041,6,1,3,321.0,0,0,0,63,0,638.0
3,19361,6,1,5,17.0,0,1,0,1457,2,2345.0
1,679,6,2,5,30.0,0,1,0,432,1,1076.9030855527424
1,12785,5,1,6,1.0,0,1,1,2140,1,668.0
2,7226,6,2,6,51.0,0,1,0,2465,1,1280.0
6,10003,6,1,7,2007.0,0,0,0,2465,2,975.0
1,13038,1,0,6,0.0,0,1,0,2247,1,6637.0
1,919,6,2,3,0.0,0,1,0,2465,1,1076.9030855527424
3,9702,6,2,5,7.0,0,0,0,1457,1,1250.0
3,2933,6,1,3,8.0,0,1,1,2465,4,934.0
1,2281,6,0,3,33.0,0,0,0,1458,1,823.0
3,12843,8,1,3,96.0,0,0,0,2465,4,804.0
6,5101,6,1,7,20.0,0,1,0,2465,1,1036.0
3,12696,6,1,1,1.0,0,1,0,2247,1,943.0
3,12676,6,2,3,4.0,0,1,0,432,1,426.0
5,19219,6,1,3,213.0,0,0,0,2465,4,1204.0
5,1269,8,1,7,3.0,0,1,0,2465,1,853.0
5,246,5,1,6,31.0,0,1,0,432,0,2250.0
1,19979,6,1,3,121.0,0,1,0,157,1,1261.0
5,15136,6,1,3,317.0,0,0,0,432,0,882.0
5,253,6,2,3,748.0,0,0,0,83,1,402.0
1,15770,10,2,6,9.0,0,1,2,1621,1,1912.0
2,8777,6,0,3,13.0,0,0,2,83,1,975.0
2,12795,6,1,3,0.0,0,1,0,1621,2,1076.9030855527424
2,10263,0,1,6,31.0,0,0,0,1089,3,884.0
3,12153,6,2,3,0.0,0,1,0,432,1,115.0
3,15558,6,1,3,280.0,0,0,1,157,4,1156.0
3,8721,6,1,3,40.0,0,0,0,1621,3,184.0
5,5453,6,1,3,572.0,0,0,0,2465,0,782.0
1,5198,6,1,3,40.0,0,0,0,432,3,184.0
5,19516,6,1,6,34.0,0,1,1,2465,2,515.0
3,15652,1,1,3,62.0,0,0,0,432,0,456.0
5,15807,6,2,3,243.0,0,0,2,922,1,1644.0
5,16656,6,1,6,1400.0,0,0,0,2465,0,2891.0
5,13579,6,1,3,547.0,0,0,0,83,0,334.0
5,12287,6,1,3,6.0,0,1,0,157,1,366.0
5,10181,6,1,6,77.0,0,0,0,1719,2,792.0
3,12167,6,1,3,179.0,0,0,0,1726,0,700.0
3,7485,6,2,6,0.0,0,1,0,432,1,1492.0
5,1554,1,1,5,344.0,0,0,0,157,0,4049.0
3,2880,6,1,3,27.0,0,1,1,2247,2,549.0
5,16838,5,1,5,221.0,0,0,0,1458,2,2313.0
1,8118,6,1,3,24.0,1,0,2,2465,3,92.0
1,11124,1,1,6,104.0,0,0,0,333,2,225.0
6,9545,3,1,7,300.0,0,0,1,2465,0,518.0
5,1661,6,1,3,213.0,0,0,0,2465,2,517.0
3,10865,3,2,6,70.0,0,0,0,63,1,3591.0
3,10582,1,1,3,129.0,0,1,0,432,1,1291.0
3,12650,6,2,3,9.0,0,0,0,157,1,2496.0
3,5198,6,1,6,140.0,0,1,0,83,2,1339.0
5,1194,6,1,6,10.0,0,1,0,432,4,1369.0
6,2879,3,2,3,19.0,0,0,1,2465,1,1946.0
6,9889,3,1,3,160.0,2,0,0,2247,3,485.0
1,2937,0,1,6,24.0,0,1,0,2246,3,487.0
3,10547,6,2,6,16.0,0,1,0,1621,1,2588.0
6,12238,3,1,6,25.0,0,1,0,2465,4,0.0
1,11851,6,1,6,30.0,0,0,0,374,4,519.0
4,13272,6,1,3,12.0,0,1,0,1666,2,882.0
3,6953,0,1,5,180.0,2,0,0,1719,1,1430.0
3,4165,6,2,6,43.0,0,0,0,2465,1,2983.0
3,4042,6,1,3,0.0,0,1,0,432,0,153.0
1,8162,6,1,3,16.0,0,0,0,2247,1,63.0
2,8615,6,1,6,30.0,2,0,0,2465,0,61.0
5,16878,6,2,3,47.0,0,0,0,217,1,881.0
5,13449,6,1,3,14.0,0,1,0,83,2,458.0
1,3546,1,1,3,14.0,0,0,0,1875,2,132.0
1,8162,6,1,3,6.0,0,1,0,2465,1,426.0
1,8057,6,1,3,24.0,0,0,0,2465,1,0.0
6,9584,6,1,6,6.0,0,1,0,1621,0,609.0
2,10547,1,2,5,33.0,0,0,0,432,1,2830.0
6,12450,6,1,3,0.0,0,1,0,2465,0,1249.0
3,1565,6,1,3,6.0,0,1,0,593,1,274.0
1,12153,6,0,3,0.0,0,1,0,2465,1,1336.0
2,13972,6,0,8,44.0,0,0,0,1369,1,2100.0
6,5438,6,2,6,0.0,0,1,0,1603,1,550.0
3,13246,6,1,3,527.0,0,0,0,2465,0,546.0
3,15868,6,2,6,15.0,0,0,0,2465,1,1006.0
3,1435,6,1,3,0.0,0,1,0,812,2,1076.9030855527424
6,1505,6,1,6,4.0,0,1,0,1089,2,671.0
1,12153,6,0,3,18.0,0,0,0,1457,1,639.0
1,8057,6,1,3,20.0,0,0,0,2465,1,1076.9030855527424
3,9743,6,1,3,10.0,0,1,0,812,4,344.0
6,8573,9,1,6,472.0,0,0,2,2342,3,2008.0
1,2880,6,2,5,3.0,0,1,0,1719,1,1642.0
5,8057,1,1,3,2160.0,2,0,0,2465,0,244.0
6,3667,9,1,6,16.0,0,1,0,2316,3,973.0
1,3144,6,1,3,40.0,0,0,0,1496,1,151.0
3,19156,1,1,3,989.0,0,0,0,2415,2,1316.0
3,17270,8,2,6,0.0,0,1,0,2465,1,639.0
1,5533,6,1,3,41.0,0,0,0,2465,0,548.0
5,4620,6,1,3,204.0,0,0,0,922,4,1371.0
3,10148,6,1,4,52.0,0,1,0,432,1,1643.0
6,1580,6,1,6,39.0,0,0,0,1458,1,489.0
6,11532,6,0,6,100.0,0,0,0,63,1,519.0
6,2006,6,2,5,1.0,0,1,0,432,1,92.0
6,5849,6,1,6,18.0,0,0,0,1096,4,133.0
1,499,1,0,6,0.0,0,1,0,1222,1,91.0
5,19499,6,0,3,441.0,0,0,0,86,1,427.0
1,17734,6,0,3,0.0,0,1,0,2247,1,184.0
3,14530,6,2,3,55.0,0,0,0,2465,1,1905.0
1,8162,6,1,3,32.0,0,1,1,432,4,210.0
6,11267,6,1,3,0.0,0,1,0,1089,1,1096.0
3,2006,6,1,3,65.0,0,0,0,2465,2,203.0
3,284,6,1,5,100.0,0,0,0,83,0,1076.9030855527424
3,5527,6,1,6,133.0,0,0,0,1127,3,792.0
5,19528,2,1,7,30.0,0,1,0,2465,1,1368.0
5,13579,6,2,3,196.0,0,1,0,83,1,488.0
3,18583,6,2,3,16.0,0,0,0,2465,1,1431.0
6,13746,6,1,3,200.0,1,0,1,305,1,731.0
3,505,6,2,3,69.0,0,0,0,2465,1,1370.0
5,13600,6,0,3,22.0,0,0,0,1457,1,457.0
6,9842,6,1,3,37.0,0,1,0,2465,0,670.0
5,15855,6,1,6,326.0,0,0,0,157,2,639.0
3,2083,6,1,3,75.0,1,0,2,1873,0,242.0
6,7405,6,1,3,0.0,0,1,0,2465,2,579.0
1,8057,6,1,3,6.0,0,0,0,2465,0,84.0
5,19523,6,1,3,13.0,0,1,0,2465,2,380.0
3,17737,10,2,6,1.0,0,1,0,1807,1,2410.0
1,8151,6,1,3,32.0,0,0,0,432,2,197.0
3,2880,6,2,3,22.0,0,0,1,2247,1,1398.0
5,12412,6,1,3,1692.0,2,0,0,391,0,639.0
5,12263,6,0,3,258.1383630528429,1,0,0,2465,1,2161.0
5,3430,6,1,6,73.0,0,0,0,1458,0,578.0
5,11101,6,1,3,513.0,0,0,0,2465,4,487.0
1,19411,6,2,5,5.0,0,1,0,432,1,760.0
2,11608,1,1,5,59.0,0,0,0,1457,1,2352.0
6,2564,6,1,6,37.0,0,1,0,1719,2,1278.0
3,11142,6,1,3,120.0,2,1,2,2465,0,182.0
5,12167,6,1,3,136.0,0,1,0,83,2,1092.0
6,13921,6,1,6,4.0,0,1,0,880,3,426.0
6,8057,6,0,3,182.0,0,0,0,2465,1,111.0
5,3144,6,1,5,22.0,0,1,0,432,4,1311.0
1,6643,8,1,6,60.0,0,0,0,2465,1,151.0
3,3313,6,1,3,128.0,0,0,0,232,1,1338.0
3,13701,6,2,3,18.0,0,1,1,1524,1,1520.0
6,4186,6,0,6,0.0,0,1,0,1621,1,184.0
1,3335,6,2,3,7.0,0,1,0,2465,1,1076.9030855527424
3,2997,6,1,6,10.0,0,1,0,1719,2,761.0
2,12153,6,2,6,7.0,0,1,0,2465,1,1308.0
1,6540,6,0,6,25.0,0,1,0,2465,1,1443.0
3,5523,6,0,3,101.0,0,1,0,83,1,303.0
6,4335,6,1,6,0.0,0,1,0,432,4,321.0
2,11619,6,0,3,63.0,0,0,0,1666,1,1381.0
6,4993,6,2,1,8.0,0,1,0,601,1,2496.0
3,9997,9,2,6,42.0,0,0,0,2465,1,30.0
2,18889,6,1,5,84.0,0,0,0,1621,1,1035.0
1,10884,9,0,6,100.0,2,1,0,1726,1,1126.0
3,19554,6,2,3,0.0,0,1,0,2465,1,61.0
3,8543,6,1,3,139.0,0,0,1,2465,1,1735.0
5,18037,9,1,6,61.0,0,1,1,2465,1,1279.0
3,455,1,2,3,8.0,0,1,0,432,1,1430.0
1,8057,6,1,3,12.0,0,0,2,1148,1,181.0
1,8057,6,1,3,18.0,0,0,2,1873,1,153.0
3,16159,10,2,6,68.0,0,0,0,305,1,1796.0
5,2564,3,1,6,46.0,0,0,0,1807,4,2099.0
3,5616,6,1,3,0.0,0,1,0,1614,4,214.0
5,19119,6,1,3,119.0,0,1,0,432,0,565.0
4,11124,6,1,7,1295.0,0,0,0,2465,1,304.0
1,11590,6,2,3,27.0,0,1,0,2465,1,1076.9030855527424
3,1308,6,1,5,32.0,0,1,0,1807,2,976.0
2,11709,6,2,6,3.0,0,1,0,1807,1,620.0
6,16878,8,0,6,16.0,0,1,0,2465,1,911.0
3,12276,6,0,3,2.0,0,1,0,296,1,1007.0
1,14826,1,0,6,80.0,0,0,0,1457,1,518.0
6,18451,6,1,6,39.0,0,1,0,2247,2,1181.0
3,9962,6,1,3,565.0,0,0,0,2465,4,639.0
1,11577,6,2,3,10.0,0,0,1,2465,1,731.0
1,13076,6,2,3,1.0,0,1,0,2094,1,522.0
6,4788,9,1,6,134.0,0,0,0,2465,1,2103.0
3,2865,1,2,5,258.1383630528429,1,0,0,1496,1,2253.0
6,13378,6,1,6,40.0,0,0,0,432,4,1522.0
6,1435,6,1,6,49.0,0,0,0,2392,4,1949.0
3,10856,6,0,6,0.0,0,1,0,1615,1,1584.0
1,8439,6,0,3,16.0,0,0,0,812,1,194.0
6,13246,6,1,7,92.0,0,0,0,482,4,762.0
2,17763,6,2,3,87.0,0,1,0,158,1,1284.0
1,10505,1,2,6,0.0,0,1,0,1420,1,1642.0
2,13076,6,2,3,47.0,0,0,0,593,1,1188.0
3,3571,1,1,5,108.0,0,0,0,83,1,3873.0
1,5584,6,2,6,16.0,0,0,0,880,1,974.0
3,13972,6,2,6,40.0,0,1,0,2454,1,588.0
5,16974,1,1,3,793.0,0,0,0,2465,0,458.0
2,8057,6,2,8,6.0,0,1,1,1458,1,1826.0
3,6699,6,2,5,72.0,0,1,0,83,1,2406.0
2,14578,1,2,6,10.0,0,0,0,2465,1,713.0
4,7819,6,1,5,1354.0,0,1,0,2465,4,1918.0
5,8913,6,1,3,411.0,0,1,0,83,2,274.0
2,2880,6,2,6,0.0,0,1,1,2465,1,1856.0
6,2761,6,1,3,152.0,0,1,0,812,0,1400.0
5,9590,1,1,3,2055.0,0,0,0,83,3,395.0
3,10414,6,2,5,0.0,0,1,0,2247,1,672.0
3,6628,9,2,6,15.0,0,1,0,2425,1,2674.0
6,19741,3,1,3,19.0,0,1,0,812,1,486.0
5,6953,6,0,3,500.0,0,1,0,432,1,576.0
3,1325,1,1,3,18.0,0,0,0,2465,2,274.0
3,16811,8,2,6,128.0,0,0,1,2465,3,334.0
5,14426,6,1,3,600.0,2,0,0,432,0,486.0
3,10937,1,2,5,16.0,0,1,0,432,1,2557.0
1,8057,6,1,6,16.0,0,0,2,1693,0,103.0
2,12650,6,2,3,8.0,0,1,0,432,1,1096.0
5,5327,9,1,3,32.0,0,1,0,432,1,1036.0
5,11619,6,1,3,0.0,0,1,0,2465,1,2498.0
5,6586,6,2,3,41.0,0,0,0,72,1,1647.0
5,15870,6,2,3,0.0,0,1,0,2465,1,274.0
1,13076,6,1,3,27.0,0,1,0,1458,1,1949.0
3,12556,6,2,3,0.0,0,1,0,2465,1,1239.0
3,19574,6,2,3,18.0,0,1,1,432,1,547.0
1,2880,1,1,1,100.0,0,0,0,1457,1,4261.0
3,14302,6,1,5,120.0,0,0,0,432,4,1585.0
5,8604,6,1,3,62.0,0,0,0,593,2,396.0
3,18118,6,2,6,4.0,0,1,0,2247,1,728.0
4,2563,6,1,3,8.0,0,0,0,1621,4,943.0
1,19217,6,1,7,22.0,0,1,0,2465,2,730.0
3,5438,9,1,6,50.0,0,0,0,1983,4,943.0
3,2444,6,2,8,0.0,0,1,0,880,1,305.0
